time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner
7,39,"(9, 24)",8.0,7,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,40,"(14, 39)",106.0,7,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,42,"(24, 7)",23.0,7,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,48,"(44, 32)",1.0,7,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,49,"(6, 24)",6.0,7,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,50,"(13, 19)",24.0,7,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,4,"(5, 12)",11.0,8,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,5,"(15, 37)",101.0,8,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,6,"(24, 28)",3.0,8,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,7,"(11, 35)",24.0,8,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,10,"(39, 45)",6.0,8,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,12,"(32, 11)",49.0,8,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,19,"(48, 27)",6.0,8,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,20,"(13, 9)",6.0,8,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,21,"(6, 20)",16.0,8,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,22,"(20, 18)",1.0,8,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,23,"(30, 5)",47.0,8,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,26,"(42, 11)",12.0,8,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,27,"(30, 1)",17.0,8,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,29,"(36, 8)",12.0,8,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,38,"(36, 10)",37.0,8,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,39,"(9, 24)",7.0,8,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,40,"(13, 39)",106.0,8,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,42,"(25, 7)",24.0,8,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,49,"(6, 24)",5.0,8,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
8,50,"(13, 19)",22.0,8,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,4,"(5, 12)",9.0,9,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,5,"(14, 37)",104.0,9,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,6,"(24, 28)",2.0,9,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,7,"(11, 34)",26.0,9,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,10,"(39, 45)",5.0,9,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,12,"(32, 10)",51.0,9,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,19,"(48, 27)",4.0,9,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,20,"(13, 9)",5.0,9,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,21,"(6, 20)",15.0,9,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,23,"(30, 6)",49.0,9,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,26,"(42, 10)",12.0,9,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,27,"(29, 1)",16.0,9,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,29,"(36, 7)",12.0,9,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,38,"(36, 9)",40.0,9,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,39,"(9, 24)",6.0,9,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,40,"(13, 38)",106.0,9,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,42,"(25, 6)",25.0,9,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,49,"(6, 24)",4.0,9,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
9,50,"(13, 19)",20.0,9,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,4,"(5, 12)",7.0,10,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,5,"(16, 37)",107.0,10,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,6,"(24, 28)",1.0,10,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,7,"(12, 34)",28.0,10,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,10,"(39, 45)",4.0,10,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,12,"(32, 9)",53.0,10,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,19,"(48, 27)",2.0,10,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,20,"(13, 9)",4.0,10,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,21,"(6, 20)",14.0,10,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,23,"(29, 6)",51.0,10,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,26,"(42, 9)",12.0,10,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,27,"(28, 1)",15.0,10,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,29,"(35, 7)",12.0,10,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,38,"(35, 9)",43.0,10,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,39,"(9, 24)",5.0,10,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,40,"(14, 38)",106.0,10,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,42,"(25, 5)",26.0,10,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,49,"(6, 24)",3.0,10,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
10,50,"(13, 19)",18.0,10,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,4,"(5, 12)",5.0,11,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,5,"(16, 38)",110.0,11,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,7,"(13, 34)",30.0,11,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,10,"(39, 45)",3.0,11,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,12,"(33, 9)",55.0,11,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,20,"(13, 9)",3.0,11,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,21,"(6, 20)",13.0,11,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,23,"(29, 7)",53.0,11,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,26,"(42, 8)",12.0,11,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,27,"(29, 1)",14.0,11,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,29,"(34, 7)",12.0,11,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,38,"(34, 9)",46.0,11,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,39,"(9, 24)",4.0,11,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,40,"(15, 38)",106.0,11,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,42,"(26, 5)",27.0,11,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,49,"(6, 24)",2.0,11,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
11,50,"(13, 19)",16.0,11,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,4,"(5, 12)",3.0,12,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,5,"(17, 38)",113.0,12,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,7,"(13, 33)",32.0,12,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,10,"(39, 45)",2.0,12,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,12,"(33, 10)",57.0,12,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,20,"(13, 9)",2.0,12,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,21,"(6, 20)",12.0,12,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,23,"(30, 7)",55.0,12,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,26,"(41, 8)",12.0,12,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,27,"(28, 1)",13.0,12,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,29,"(33, 8)",12.0,12,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,38,"(34, 8)",49.0,12,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,39,"(9, 24)",3.0,12,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,40,"(15, 37)",106.0,12,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,42,"(26, 4)",28.0,12,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,49,"(6, 24)",1.0,12,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
12,50,"(13, 19)",14.0,12,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,4,"(5, 12)",1.0,13,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,5,"(17, 39)",116.0,13,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,7,"(14, 33)",34.0,13,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,10,"(39, 45)",1.0,13,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,12,"(32, 10)",59.0,13,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,20,"(13, 9)",1.0,13,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,21,"(6, 20)",11.0,13,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,23,"(30, 6)",57.0,13,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,26,"(41, 7)",12.0,13,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,27,"(29, 1)",12.0,13,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,29,"(34, 10)",12.0,13,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,38,"(35, 8)",52.0,13,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,39,"(9, 24)",2.0,13,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,40,"(14, 37)",106.0,13,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,42,"(26, 3)",29.0,13,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
13,50,"(13, 19)",12.0,13,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
