time,total_credit_outstanding,credit_default_rate,credit_network_metrics,gini_coefficient,nagents
135,38.62,0.25,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 4)",0.4258454576518502,50
136,38.72,0.25,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 4)",0.42792733930983196,50
137,40.72,0.25,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 3)",0.43168826954110595,50
138,40.72,0.2222222222222222,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.36, ""n_nodes"" => 50, ""max_degree"" => 4)",0.44165980865893384,50
139,40.72,0.2222222222222222,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.36, ""n_nodes"" => 50, ""max_degree"" => 4)",0.44559674265355853,50
140,40.22,0.25,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 4)",0.4476174730216613,50
141,39.22,0.2857142857142857,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.28, ""n_nodes"" => 50, ""max_degree"" => 3)",0.45092148356724904,50
142,39.22,0.2857142857142857,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.28, ""n_nodes"" => 50, ""max_degree"" => 3)",0.45015813647726377,50
143,30.96,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.28, ""n_nodes"" => 50, ""max_degree"" => 3)",0.45962437547441737,50
144,30.96,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.28, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4713961460889182,50
145,30.896,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4670382896107108,50
146,29.796,0.4,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.2, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4725384404615809,50
147,27.796,0.5,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.47100183140326557,50
148,27.795999999999996,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4763761729236007,50
149,27.795999999999996,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4725798947668651,50
150,27.795999999999996,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4754713132667032,50
