time,nagents,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,deaths_age,deaths_starvation,calculate_cultural_initiation_by_tribe,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_gini_coefficient
37,50,3.596573283106478,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 15.5, :p75 => 65.525, :p50 => 45.0, :p90 => 90.1, :p99 => 108.19999999999996, :p95 => 96.505)",4.587638484948341,0,46,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 18)",59.7,0.05555555555555555,"Dict{String, Real}(""n_edges"" => 14, ""density"" => 0.011428571428571429, ""avg_degree"" => 0.58, ""n_nodes"" => 50, ""max_degree"" => 5)",0.39905839416058386
38,50,3.6692859818983807,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 67.525, :p50 => 46.0, :p90 => 92.1, :p99 => 110.68999999999997, :p95 => 98.955)",5.33042973721326,0,46,"Dict{String, Real}(""red_transmission_rate"" => 0.3684210526315789, ""blue_transmission_rate"" => 0.631578947368421, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 19)",59.7,0.05555555555555555,"Dict{String, Real}(""n_edges"" => 14, ""density"" => 0.011428571428571429, ""avg_degree"" => 0.58, ""n_nodes"" => 50, ""max_degree"" => 5)",0.40491592128801424
39,50,3.624299170328876,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 68.32499999999999, :p50 => 46.5, :p90 => 92.2, :p99 => 113.17999999999996, :p95 => 100.955)",7.1031731941066365,0,46,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 21)",59.5,0.05555555555555555,"Dict{String, Real}(""n_edges"" => 14, ""density"" => 0.011428571428571429, ""avg_degree"" => 0.58, ""n_nodes"" => 50, ""max_degree"" => 5)",0.40880914285714276
40,50,3.541121508661683,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 12.925, :p75 => 70.6575, :p50 => 47.0, :p90 => 94.2, :p99 => 116.17999999999996, :p95 => 103.49499999999999)",6.608265078989844,0,46,"Dict{String, Real}(""red_transmission_rate"" => 0.42105263157894735, ""blue_transmission_rate"" => 0.5789473684210527, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 19)",52.199999999999996,0.2,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.48, ""n_nodes"" => 50, ""max_degree"" => 4)",0.41704924536438126
41,50,3.652025057551273,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 12.925, :p75 => 72.0, :p50 => 47.5, :p90 => 96.2, :p99 => 119.17999999999996, :p95 => 106.04499999999999)",6.680427681223764,0,47,"Dict{String, Real}(""red_transmission_rate"" => 0.5714285714285714, ""blue_transmission_rate"" => 0.42857142857142855, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 21)",49.199999999999996,0.2857142857142857,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.44, ""n_nodes"" => 50, ""max_degree"" => 4)",0.4164023578947369
42,50,3.679750944773671,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 13.5, :p75 => 74.07499999999999, :p50 => 48.0, :p90 => 96.22000000000001, :p99 => 122.17999999999998, :p95 => 108.59499999999998)",6.496651297471536,0,47,"Dict{String, Real}(""red_transmission_rate"" => 0.5652173913043478, ""blue_transmission_rate"" => 0.43478260869565216, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 23)",49.08,0.4166666666666667,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.4, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4189575807787904
43,50,3.6138342074535847,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 76.8825, :p50 => 49.0, :p90 => 98.22000000000001, :p99 => 124.66999999999996, :p95 => 111.14499999999998)",6.5533908602647015,0,49,"Dict{String, Real}(""red_transmission_rate"" => 0.5789473684210527, ""blue_transmission_rate"" => 0.42105263157894735, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 19)",42.480000000000004,0.45454545454545453,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.36, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4154517324738114
44,50,3.596573283106478,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 79.2575, :p50 => 49.0, :p90 => 100.22000000000001, :p99 => 126.66999999999997, :p95 => 113.69499999999998)",6.739075777536544,0,49,"Dict{String, Real}(""red_transmission_rate"" => 0.64, ""blue_transmission_rate"" => 0.36, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 16, ""total_transmissions"" => 25)",43.480000000000004,0.45454545454545453,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.34, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4171533781114183
45,50,3.6070382459817685,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 16.75, :p75 => 80.52250000000001, :p50 => 50.0, :p90 => 102.22000000000001, :p99 => 129.15999999999997, :p95 => 115.69499999999998)",6.981158951687034,0,50,"Dict{String, Real}(""red_transmission_rate"" => 0.5238095238095238, ""blue_transmission_rate"" => 0.47619047619047616, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 21)",36.18,0.625,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4104218575875185
46,50,3.6347641332041674,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 16.75, :p75 => 82.52250000000001, :p50 => 51.0, :p90 => 104.22000000000001, :p99 => 132.13304999999997, :p95 => 119.39999999999998)",6.916398979126028,0,51,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 20)",26.18,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4096469748214957
47,50,3.4792318740517336,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 17.5, :p75 => 84.27250000000001, :p50 => 53.0, :p90 => 106.22000000000001, :p99 => 134.62304999999998, :p95 => 121.94999999999997)",6.967937425227254,0,51,"Dict{String, Real}(""red_transmission_rate"" => 0.6842105263157895, ""blue_transmission_rate"" => 0.3157894736842105, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 19)",26.18,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4134112467628561
48,50,3.291366544232023,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,"Dict(:p25 => 19.25, :p75 => 86.27250000000001, :p50 => 55.0, :p90 => 108.22000000000001, :p99 => 137.11304999999996, :p95 => 124.49999999999997)",7.067544994487048,0,53,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 20)",23.18,0.6,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.40134923082439844
49,50,3.3863935981553466,"Dict{String, Real}(""unique_cultures"" => 36, ""max_possible"" => 2048, ""diversity_ratio"" => 0.017578125)",0.0,0.0,"Dict(:p25 => 19.25, :p75 => 87.94999999999999, :p50 => 57.0, :p90 => 109.32000000000002, :p99 => 138.58304999999996, :p95 => 127.04999999999997)",7.286661962484546,0,53,"Dict{String, Real}(""red_transmission_rate"" => 0.5263157894736842, ""blue_transmission_rate"" => 0.47368421052631576, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 19)",23.18,0.6,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.40432219359847554
50,50,3.463355379085466,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(:p25 => 19.0, :p75 => 89.4, :p50 => 59.0, :p90 => 110.42000000000002, :p99 => 141.58305, :p95 => 129.04999999999995)",7.440284809050066,0,55,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 21)",15.879999999999999,0.5,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 1)",0.3986679770679771
51,50,3.4406829226473823,"Dict{String, Real}(""unique_cultures"" => 36, ""max_possible"" => 2048, ""diversity_ratio"" => 0.017578125)",0.0,0.0,"Dict(:p25 => 20.0, :p75 => 90.4, :p50 => 60.5, :p90 => 111.52000000000002, :p99 => 144.58304999999996, :p95 => 131.59999999999997)",7.279249282274887,0,56,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 20)",15.879999999999999,0.5,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 1)",0.3930411410779653
52,50,3.4961346970921783,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(:p25 => 22.0, :p75 => 92.15, :p50 => 61.5, :p90 => 120.2448, :p99 => 147.58304999999996, :p95 => 134.14999999999998)",6.537780365830295,0,57,"Dict{String, Real}(""red_transmission_rate"" => 0.21739130434782608, ""blue_transmission_rate"" => 0.782608695652174, ""blue_initiated_transmissions"" => 18, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 23)",2.0,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.3926491310181284
53,50,3.6033692445782943,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 22.0, :p75 => 94.15, :p50 => 62.5, :p90 => 120.3448, :p99 => 149.58305, :p95 => 135.04999999999995)",6.110568225172269,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 20)",2.0,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.38249824250678977
54,50,3.5479174701334983,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 22.5, :p75 => 95.4, :p50 => 64.1, :p90 => 120.26480000000001, :p99 => 152.58304999999996, :p95 => 137.59999999999997)",6.020092903550242,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.2608695652173913, ""blue_transmission_rate"" => 0.7391304347826086, ""blue_initiated_transmissions"" => 17, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 23)",3.2,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.04, ""n_nodes"" => 50, ""max_degree"" => 1)",0.38166121626250327
55,50,3.5479174701334992,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 23.0, :p75 => 97.15, :p50 => 65.1, :p90 => 122.1648, :p99 => 155.09304999999995, :p95 => 139.59999999999997)",6.126255278172449,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.30434782608695654, ""blue_transmission_rate"" => 0.6956521739130435, ""blue_initiated_transmissions"" => 16, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 23)",4.2,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.38286146459405246
56,50,3.4924656956887032,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(:p25 => 23.25, :p75 => 99.15, :p50 => 66.1, :p90 => 123.8648, :p99 => 158.09304999999998, :p95 => 141.59999999999997)",6.4038567656503815,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 15)",6.2,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.08, ""n_nodes"" => 50, ""max_degree"" => 1)",0.3816492974069021
57,50,3.4961346970921783,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(:p25 => 23.5, :p75 => 101.15, :p50 => 67.1, :p90 => 125.48320000000001, :p99 => 160.09304999999998, :p95 => 143.59999999999997)",6.900801989180672,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.7142857142857143, ""blue_transmission_rate"" => 0.2857142857142857, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 14)",7.2,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 1)",0.3806532690559521
58,50,3.5360680778773688,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 24.5, :p75 => 102.4, :p50 => 68.1, :p90 => 126.58320000000002, :p99 => 162.60304999999997, :p95 => 145.59999999999997)",6.8583768502915206,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.3888888888888889, ""blue_transmission_rate"" => 0.6111111111111112, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 18)",7.2,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 1)",0.38119632883788235
59,50,3.6070382459817685,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 24.75, :p75 => 104.4, :p50 => 69.1, :p90 => 127.68320000000001, :p99 => 165.09304999999998, :p95 => 147.59999999999997)",6.837346382474884,0,59,"Dict{String, Real}(""red_transmission_rate"" => 0.6111111111111112, ""blue_transmission_rate"" => 0.3888888888888889, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 18)",7.2,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 1)",0.38223604395795796
60,50,3.66928598189838,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 23.0, :p75 => 96.57499999999999, :p50 => 45.5, :p90 => 120.51, :p99 => 167.60304999999997, :p95 => 145.10999999999993)",4.791608938833304,4,60,"Dict{String, Real}(""red_transmission_rate"" => 0.5263157894736842, ""blue_transmission_rate"" => 0.47368421052631576, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 19)",10.2,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4135187804494733
61,50,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 23.0, :p75 => 98.57499999999999, :p50 => 47.0, :p90 => 123.41, :p99 => 170.09304999999998, :p95 => 147.65999999999994)",4.801292091444029,5,60,"Dict{String, Real}(""red_transmission_rate"" => 0.6842105263157895, ""blue_transmission_rate"" => 0.3157894736842105, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 19)",10.2,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4145682050893693
62,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 22.25, :p75 => 95.5, :p50 => 45.0, :p90 => 124.677, :p99 => 173.09304999999998, :p95 => 149.65999999999994)",5.115016273314605,6,60,"Dict{String, Real}(""red_transmission_rate"" => 0.5789473684210527, ""blue_transmission_rate"" => 0.42105263157894735, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 19)",10.2,0.2,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4260031776642721
63,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 21.5, :p75 => 96.75, :p50 => 45.5, :p90 => 127.577, :p99 => 176.09304999999998, :p95 => 151.65999999999994)",5.070600024725479,6,60,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 20)",13.2,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 1)",0.42962392583727893
64,50,3.5861083202311876,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 23.5, :p75 => 98.75, :p50 => 46.0, :p90 => 129.577, :p99 => 178.58304999999996, :p95 => 154.63749999999993)",4.900209825656569,6,61,"Dict{String, Real}(""red_transmission_rate"" => 0.4444444444444444, ""blue_transmission_rate"" => 0.5555555555555556, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 18)",20.2,0.5,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4253108402067234
65,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 24.025, :p75 => 100.75, :p50 => 47.0, :p90 => 132.577, :p99 => 180.58304999999996, :p95 => 157.18749999999994)",4.922775659744951,6,62,"Dict{String, Real}(""red_transmission_rate"" => 0.3684210526315789, ""blue_transmission_rate"" => 0.631578947368421, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 19)",16.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.42142755728442305
66,50,3.6970118691207787,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 24.325000000000003, :p75 => 102.5, :p50 => 48.5, :p90 => 135.577, :p99 => 183.07304999999997, :p95 => 159.73749999999993)",4.931386951225013,6,63,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 20)",17.0,0.25,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.42194210092474527
67,50,3.7179417948713596,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 21.0, :p75 => 104.0, :p50 => 47.5, :p90 => 138.053, :p99 => 185.56304999999998, :p95 => 161.73749999999993)",4.771190680723497,7,63,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 15)",17.0,0.25,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.43799416004032565
68,50,3.6138342074535847,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 21.75, :p75 => 105.0, :p50 => 45.0, :p90 => 140.153, :p99 => 188.05304999999998, :p95 => 163.73749999999993)",4.067658522661195,8,63,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 18)",18.0,0.2,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.44675308743072306
69,50,3.679750944773672,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 16.924999999999997, :p75 => 103.465, :p50 => 43.0, :p90 => 135.268, :p99 => 190.54305, :p95 => 165.73749999999993)",4.407913617197265,10,64,"Dict{String, Real}(""red_transmission_rate"" => 0.47058823529411764, ""blue_transmission_rate"" => 0.5294117647058824, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 17)",19.0,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.2, ""n_nodes"" => 50, ""max_degree"" => 3)",0.46111104823650173
70,50,3.6902159076489625,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 17.174999999999997, :p75 => 97.895, :p50 => 40.7, :p90 => 137.268, :p99 => 193.54305, :p95 => 168.2874999999999)",3.8313677216449715,11,65,"Dict{String, Real}(""red_transmission_rate"" => 0.3684210526315789, ""blue_transmission_rate"" => 0.631578947368421, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 19)",14.0,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4718721801412713
71,50,3.6415600946759827,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 17.5, :p75 => 99.895, :p50 => 42.2, :p90 => 139.268, :p99 => 196.05304999999998, :p95 => 170.83749999999992)",3.9826903815518673,11,66,"Dict{String, Real}(""red_transmission_rate"" => 0.16666666666666666, ""blue_transmission_rate"" => 0.8333333333333334, ""blue_initiated_transmissions"" => 15, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 18)",15.0,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4701717772544449
72,50,3.565178394480606,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 18.5, :p75 => 102.145, :p50 => 42.2, :p90 => 141.368, :p99 => 197.52304999999998, :p95 => 171.93749999999991)",4.0720219943614735,11,66,"Dict{String, Real}(""red_transmission_rate"" => 0.2777777777777778, ""blue_transmission_rate"" => 0.7222222222222222, ""blue_initiated_transmissions"" => 13, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 18)",15.0,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4754447747321864
73,50,3.4924656956887032,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(:p25 => 20.25, :p75 => 104.395, :p50 => 42.5, :p90 => 143.468, :p99 => 200.52305, :p95 => 173.0374999999999)",4.287145463414487,11,67,"Dict{String, Real}(""red_transmission_rate"" => 0.5555555555555556, ""blue_transmission_rate"" => 0.4444444444444444, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 18)",16.3,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4708026759533672
