time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes,calculate_factional_clustering_blue_attack_rate,calculate_factional_clustering_blue_initiated_attacks,calculate_factional_clustering_red_attack_rate,calculate_factional_clustering_red_initiated_attacks,calculate_factional_clustering_total_attacks,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_trait_similarity_metrics_avg_similarity,calculate_trait_similarity_metrics_count
28,4,0,0,22,24,0.0,0.0,0.0,0.32209737827715346,"Dict(:p25 => 70.25, :p75 => 186.25, :p50 => 123.0, :p90 => 220.9, :p99 => 241.69, :p95 => 232.45000000000002)",NaN,28.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
29,4,0,0,22,24,0.0,0.0,0.0,0.31931608133086886,"Dict(:p25 => 72.0, :p75 => 188.25, :p50 => 125.0, :p90 => 222.9, :p99 => 243.69, :p95 => 234.45000000000002)",NaN,29.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
30,4,0,0,22,24,0.0,0.0,0.0,0.31660583941605847,"Dict(:p25 => 73.75, :p75 => 190.25, :p50 => 127.0, :p90 => 224.90000000000003, :p99 => 245.69, :p95 => 236.45)",NaN,30.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
31,4,0,0,22,24,0.0,0.0,0.0,0.313963963963964,"Dict(:p25 => 75.5, :p75 => 192.25, :p50 => 129.0, :p90 => 226.90000000000003, :p99 => 247.69, :p95 => 238.45000000000002)",NaN,31.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
32,4,0,0,22,24,0.0,0.0,0.0,0.31138790035587194,"Dict(:p25 => 77.25, :p75 => 194.25, :p50 => 131.0, :p90 => 228.9, :p99 => 249.69, :p95 => 240.45)",NaN,32.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
33,4,0,0,22,24,0.0,0.0,0.0,0.3088752196836555,"Dict(:p25 => 79.0, :p75 => 196.25, :p50 => 133.0, :p90 => 230.9, :p99 => 251.68999999999997, :p95 => 242.45000000000002)",NaN,33.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
34,4,0,0,22,24,0.0,0.0,0.0,0.30642361111111116,"Dict(:p25 => 80.75, :p75 => 198.25, :p50 => 135.0, :p90 => 232.9, :p99 => 253.68999999999997, :p95 => 244.45000000000002)",NaN,34.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
35,4,0,0,22,24,0.0,0.0,0.0,0.30403087478559176,"Dict(:p25 => 82.5, :p75 => 200.25, :p50 => 137.0, :p90 => 234.90000000000003, :p99 => 255.68999999999997, :p95 => 246.45)",NaN,35.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
36,4,0,0,22,24,0.0,0.0,0.0,0.3016949152542372,"Dict(:p25 => 84.25, :p75 => 202.25, :p50 => 139.0, :p90 => 236.90000000000003, :p99 => 257.69, :p95 => 248.45000000000002)",NaN,36.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
37,4,0,0,22,24,0.0,0.0,0.0,0.29941373534338367,"Dict(:p25 => 86.0, :p75 => 204.25, :p50 => 141.0, :p90 => 238.9, :p99 => 259.69, :p95 => 250.45)",NaN,37.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
38,4,0,0,22,24,0.0,0.0,0.0,0.29718543046357615,"Dict(:p25 => 87.75, :p75 => 206.25, :p50 => 143.0, :p90 => 240.9, :p99 => 261.69, :p95 => 252.45000000000002)",NaN,38.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
39,4,0,0,22,24,0.0,0.0,0.0,0.2950081833060556,"Dict(:p25 => 89.5, :p75 => 208.25, :p50 => 145.0, :p90 => 242.9, :p99 => 263.69, :p95 => 254.45000000000002)",NaN,39.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
40,4,0,0,22,24,0.0,0.0,0.0,0.2928802588996764,"Dict(:p25 => 91.25, :p75 => 210.25, :p50 => 147.0, :p90 => 244.90000000000003, :p99 => 265.69, :p95 => 256.45)",NaN,40.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
41,4,0,0,22,24,0.0,0.0,0.0,0.29079999999999995,"Dict(:p25 => 93.0, :p75 => 212.25, :p50 => 149.0, :p90 => 246.90000000000003, :p99 => 267.68999999999994, :p95 => 258.45)",NaN,41.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
42,4,0,0,22,24,0.0,0.0,0.0,0.2887658227848102,"Dict(:p25 => 94.75, :p75 => 214.25, :p50 => 151.0, :p90 => 248.9, :p99 => 269.68999999999994, :p95 => 260.45)",NaN,42.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
43,4,0,0,22,24,0.0,0.0,0.0,0.28677621283255084,"Dict(:p25 => 96.5, :p75 => 216.25, :p50 => 153.0, :p90 => 250.9, :p99 => 271.68999999999994, :p95 => 262.45000000000005)",NaN,43.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
44,4,0,0,22,24,0.0,0.0,0.0,0.28482972136222906,"Dict(:p25 => 98.25, :p75 => 218.25, :p50 => 155.0, :p90 => 252.9, :p99 => 273.68999999999994, :p95 => 264.45)",NaN,44.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
45,4,0,0,22,24,0.0,0.0,0.0,0.2829249617151608,"Dict(:p25 => 100.0, :p75 => 220.25, :p50 => 157.0, :p90 => 254.9, :p99 => 275.68999999999994, :p95 => 266.45)",NaN,45.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
46,4,0,0,22,24,0.0,0.0,0.0,0.281060606060606,"Dict(:p25 => 101.75, :p75 => 222.25, :p50 => 159.0, :p90 => 256.90000000000003, :p99 => 277.68999999999994, :p95 => 268.45)",NaN,46.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
47,4,0,0,22,24,0.0,0.0,0.0,0.2792353823088456,"Dict(:p25 => 103.5, :p75 => 224.25, :p50 => 161.0, :p90 => 258.90000000000003, :p99 => 279.68999999999994, :p95 => 270.45)",NaN,47.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
48,4,0,0,22,24,0.0,0.0,0.0,0.2774480712166172,"Dict(:p25 => 105.25, :p75 => 226.25, :p50 => 163.0, :p90 => 260.9, :p99 => 281.68999999999994, :p95 => 272.45000000000005)",NaN,48.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
49,4,0,0,22,24,0.0,0.0,0.0,0.27569750367107204,"Dict(:p25 => 107.0, :p75 => 228.25, :p50 => 165.0, :p90 => 262.9, :p99 => 283.68999999999994, :p95 => 274.45)",NaN,49.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
50,4,0,0,22,24,0.0,0.0,0.0,0.273982558139535,"Dict(:p25 => 108.75, :p75 => 230.25, :p50 => 167.0, :p90 => 264.90000000000003, :p99 => 285.68999999999994, :p95 => 276.45)",NaN,50.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
51,4,0,0,22,24,0.0,0.0,0.0,0.27230215827338133,"Dict(:p25 => 110.5, :p75 => 232.25, :p50 => 169.0, :p90 => 266.90000000000003, :p99 => 287.69, :p95 => 278.45)",NaN,51.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
52,4,0,0,22,24,0.0,0.0,0.0,0.27065527065527073,"Dict(:p25 => 112.25, :p75 => 234.25, :p50 => 171.0, :p90 => 268.90000000000003, :p99 => 289.69, :p95 => 280.45)",NaN,52.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
53,4,0,0,22,24,0.0,0.0,0.0,0.26904090267983083,"Dict(:p25 => 114.0, :p75 => 236.25, :p50 => 173.0, :p90 => 270.9, :p99 => 291.69, :p95 => 282.45000000000005)",NaN,53.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
54,4,0,0,22,24,0.0,0.0,0.0,0.26745810055865915,"Dict(:p25 => 115.75, :p75 => 238.25, :p50 => 175.0, :p90 => 272.9, :p99 => 293.69, :p95 => 284.45)",NaN,54.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
55,4,0,0,22,24,0.0,0.0,0.0,0.2659059474412171,"Dict(:p25 => 117.5, :p75 => 240.25, :p50 => 177.0, :p90 => 274.9, :p99 => 295.69, :p95 => 286.45000000000005)",NaN,55.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
56,4,0,0,22,24,0.0,0.0,0.0,0.2643835616438357,"Dict(:p25 => 119.25, :p75 => 242.25, :p50 => 179.0, :p90 => 276.90000000000003, :p99 => 297.69, :p95 => 288.45)",NaN,56.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
57,4,0,0,22,24,0.0,0.0,0.0,0.2628900949796473,"Dict(:p25 => 121.0, :p75 => 244.25, :p50 => 181.0, :p90 => 278.90000000000003, :p99 => 299.69, :p95 => 290.45000000000005)",NaN,57.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
58,4,0,0,22,24,0.0,0.0,0.0,0.26142473118279574,"Dict(:p25 => 122.75, :p75 => 246.25, :p50 => 183.0, :p90 => 280.90000000000003, :p99 => 301.69, :p95 => 292.45000000000005)",NaN,58.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
